Product_ID,Sale_Date,Sales_Rep,REgion,sales_Amount,Quantity_Sold,Product_Category,Unit_Cost,Unit_Price,Customer_Type,Discount,Payment_Method,Sales_Channel,Region_and_Sales_Rep
1002,20-10-2023,David,North,"? 5,842.88",30,Clothing,4646.55,4784.28,Returning,0.1,Credit Card,Retail,North-David
1003,24-11-2023,Eve,East,"? 5,215.31",11,Food,3706.78,3862.26,New,0.22,Credit Card,Retail,East-Eve
1056,07-05-2023,David,East,"? 7,611.88",28,Clothing,1566.03,1576.34,Returning,0.2,Bank Transfer,Online,East-David
1081,16-04-2023,Charlie,West,"? 2,896.71",44,Electronics,1362.15,1844.07,New,0.29,Credit Card,Online,West-Charlie
1059,02-04-2023,Eve,West,"? 3,595.20",12,Food,3496.15,3955.75,Returning,0.28,Cash,Retail,West-Eve
1002,14-10-2023,David,South,"? 8,951.53",39,Clothing,1004.71,1389.35,New,0.24,Bank Transfer,Online,South-David
1002,20-02-2023,Charlie,West,"? 9,469.92",26,Food,508.94,557.69,New,0.22,Credit Card,Retail,West-Charlie
1092,29-01-2023,Bob,South,"? 8,936.33",13,Clothing,2684.5,2913.78,New,0.08,Credit Card,Retail,South-Bob
1054,23-10-2023,David,East,"? 4,252.54",8,Food,4117.13,4177.06,Returning,0.25,Bank Transfer,Retail,East-David
1087,24-10-2023,Bob,East,"? 7,825.62",28,Clothing,551.83,569.63,New,0.13,Credit Card,Retail,East-Bob
1096,02-08-2023,Bob,North,"? 4,815.72",30,Electronics,3969.86,4281.79,Returning,0.08,Bank Transfer,Retail,North-Bob
1097,24-09-2023,Alice,East,"? 5,025.64",9,Food,4067.28,4548.09,Returning,0.12,Credit Card,Retail,East-Alice
1001,14-09-2023,Eve,South,"? 2,126.33",39,Food,2437.26,2889.67,Returning,0.25,Cash,Online,South-Eve
1019,29-10-2023,David,West,"? 5,952.19",31,Food,333.69,685.1,New,0.04,Bank Transfer,Online,West-David
1002,11-04-2023,Bob,North,"? 1,942.75",21,Food,914.22,971.57,Returning,0.14,Cash,Online,North-Bob
1053,12-12-2023,Alice,South,"? 3,382.49",47,Electronics,3551.76,3696.1,Returning,0.15,Bank Transfer,Retail,South-Alice
1044,20-04-2023,Charlie,West,"? 8,564.80",34,Food,3573.3,3740.13,Returning,0.01,Credit Card,Online,West-Charlie
1090,01-07-2023,David,North,"? 2,150.05",31,Furniture,4496.86,4880.8,New,0.06,Cash,Retail,North-David
1032,09-11-2023,Bob,East,? 804.47,25,Electronics,2934.3,3337.4,Returning,0.25,Credit Card,Retail,East-Bob
1070,01-01-2023,Eve,South,? 783.18,12,Furniture,664.33,863.03,Returning,0.25,Bank Transfer,Retail,South-Eve
1032,15-11-2023,Alice,West,"? 9,413.77",1,Food,651,865.76,Returning,0.09,Bank Transfer,Retail,West-Alice
1068,24-02-2023,Bob,North,"? 5,118.51",22,Clothing,3619.61,3651.42,Returning,0.26,Bank Transfer,Online,North-Bob
1055,29-05-2023,Eve,North,"? 4,153.18",40,Furniture,959.73,1111.41,New,0.23,Bank Transfer,Online,North-Eve
1075,05-11-2023,Bob,East,"? 8,127.70",37,Food,1675.51,1906.64,New,0.13,Bank Transfer,Online,East-Bob
1056,17-05-2023,David,West,"? 8,374.68",47,Furniture,2461.7,2529.02,Returning,0.22,Cash,Retail,West-David
1017,21-07-2023,David,East,"? 3,388.69",1,Food,172.59,404.69,Returning,0.29,Bank Transfer,Online,East-David
1038,09-11-2023,David,East,"? 6,966.82",1,Food,1281.65,1709.71,Returning,0.14,Credit Card,Online,East-David
1024,27-04-2023,Alice,West,"? 7,734.12",42,Food,2069.05,2363.9,Returning,0.07,Cash,Online,West-Alice
1069,03-06-2023,David,West,"? 6,581.04",42,Clothing,1434.2,1482.88,New,0.28,Credit Card,Retail,West-David
1098,18-10-2023,Eve,West,"? 1,600.79",21,Furniture,725.03,828.95,New,0.18,Bank Transfer,Online,West-Eve
1070,04-03-2023,Bob,South,"? 8,771.24",15,Electronics,3653.66,3896.19,New,0.03,Credit Card,Retail,South-Bob
1086,01-09-2023,Charlie,West,"? 5,437.04",17,Electronics,4075.08,4262.21,New,0.17,Cash,Online,West-Charlie
1011,25-01-2023,Eve,North,"? 2,896.48",22,Electronics,1324.52,1510.3,Returning,0.15,Cash,Retail,North-Eve
1016,31-03-2023,Eve,East,"? 4,309.76",38,Electronics,3883.38,4152.72,Returning,0.26,Cash,Online,East-Eve
1097,16-03-2023,David,South,? 471.95,35,Food,1958.49,2254.84,New,0.16,Credit Card,Online,South-David
1073,21-10-2023,Alice,West,"? 1,365.88",45,Furniture,2558.09,2958.55,New,0.08,Cash,Online,West-Alice
1059,29-07-2023,Bob,South,"? 7,678.91",16,Furniture,4287.21,4464.28,Returning,0.2,Credit Card,Retail,South-Bob
1070,13-12-2023,Alice,West,? 100.12,8,Clothing,3762.27,4166.95,Returning,0.16,Bank Transfer,Online,West-Alice
1080,17-01-2023,Bob,South,"? 4,224.00",47,Furniture,4035.33,4211.25,Returning,0.07,Bank Transfer,Online,South-Bob
1093,08-05-2023,Bob,East,"? 5,272.85",17,Furniture,727.38,764.54,Returning,0.17,Credit Card,Retail,East-Bob
1003,30-12-2023,Alice,East,? 640.88,17,Furniture,395.11,676.66,Returning,0.25,Cash,Retail,East-Alice
1020,08-09-2023,Eve,North,"? 9,733.47",26,Clothing,4472.35,4770.42,New,0.01,Credit Card,Retail,North-Eve
1059,28-06-2023,Bob,North,"? 2,338.64",13,Electronics,1969.78,2437.7,New,0.19,Credit Card,Retail,North-Bob
1036,01-07-2023,Alice,West,"? 3,111.57",17,Furniture,1475,1840.77,Returning,0.1,Credit Card,Online,West-Alice
1019,01-06-2023,Bob,East,"? 3,109.03",38,Clothing,3637.25,4096.96,Returning,0.09,Bank Transfer,Online,East-Bob
1090,25-01-2023,Charlie,South,"? 2,381.12",17,Clothing,4190.26,4645.35,New,0.12,Credit Card,Retail,South-Charlie
1067,29-06-2023,Eve,South,? 114.59,48,Food,4319.32,4625.56,Returning,0.1,Bank Transfer,Online,South-Eve
1019,17-07-2023,David,South,"? 7,320.51",14,Clothing,1614.19,1882.79,New,0.25,Credit Card,Retail,South-David
1020,10-12-2023,Bob,North,"? 9,671.77",45,Electronics,4268.45,4551.6,New,0.08,Bank Transfer,Online,North-Bob
1096,10-06-2023,Charlie,South,"? 2,320.51",6,Furniture,252.62,742,New,0.22,Credit Card,Retail,South-Charlie
1071,26-06-2023,David,North,"? 6,664.17",35,Clothing,295.82,684.67,New,0.03,Credit Card,Online,North-David
1052,12-10-2023,David,North,"? 7,444.77",46,Electronics,3136.42,3198.49,Returning,0.29,Cash,Retail,North-David
1033,04-03-2023,Bob,West,"? 8,499.41",14,Clothing,362.38,753.81,Returning,0.19,Cash,Retail,West-Bob
1040,30-05-2023,Alice,South,"? 4,284.03",47,Clothing,1656.82,1750.38,New,0.21,Credit Card,Online,South-Alice
1039,03-06-2023,Bob,South,"? 3,099.02",8,Clothing,3380.14,3609.34,Returning,0.09,Credit Card,Online,South-Bob
1082,05-06-2023,Charlie,East,"? 3,320.42",15,Clothing,1719.47,1832.6,Returning,0.12,Credit Card,Online,East-Charlie
1001,18-02-2023,David,West,"? 7,154.95",27,Clothing,939.02,1286.92,Returning,0.07,Credit Card,Retail,West-David
1011,03-12-2023,Bob,East,"? 8,186.12",13,Electronics,1442.69,1882.57,Returning,0.28,Cash,Online,East-Bob
1092,25-03-2023,Alice,West,"? 1,897.98",49,Furniture,2315,2467.28,New,0.15,Bank Transfer,Retail,West-Alice
1057,27-12-2023,Bob,South,"? 3,772.32",31,Furniture,2403.16,2453.35,Returning,0.19,Credit Card,Online,South-Bob
1089,26-06-2023,Eve,North,"? 9,029.21",35,Furniture,3925.85,4082.11,New,0.22,Cash,Online,North-Eve
1050,28-05-2023,Alice,North,"? 8,086.27",6,Furniture,3763.26,4102.72,New,0.11,Credit Card,Retail,North-Alice
1023,28-04-2023,Charlie,North,"? 9,850.10",5,Electronics,2311.25,2482.34,Returning,0.22,Credit Card,Retail,North-Charlie
1031,08-12-2023,David,North,"? 7,567.06",22,Food,4236.05,4382.32,New,0.2,Bank Transfer,Online,North-David
1094,04-03-2023,Bob,North,"? 3,992.63",49,Food,615.47,715.84,Returning,0.21,Credit Card,Retail,North-Bob
1042,08-07-2023,Alice,East,"? 5,947.31",23,Electronics,1314,1567.78,Returning,0.15,Credit Card,Retail,East-Alice
1099,26-12-2023,Eve,West,"? 6,644.04",25,Electronics,4148.48,4293.69,New,0.11,Bank Transfer,Online,West-Eve
1007,18-02-2023,Alice,South,? 876.71,34,Clothing,1921.07,2289.27,Returning,0.07,Bank Transfer,Retail,South-Alice
1016,23-11-2023,Eve,East,"? 5,490.52",26,Clothing,4906.85,4954.39,New,0.25,Bank Transfer,Online,East-Eve
1090,14-09-2023,Charlie,West,"? 7,122.28",47,Clothing,2357.95,2693.33,New,0.18,Bank Transfer,Online,West-Charlie
1060,12-08-2023,David,North,"? 1,756.48",5,Furniture,3970.08,4096.48,Returning,0.13,Cash,Retail,North-David
1002,21-05-2023,Charlie,West,"? 7,828.25",26,Clothing,2041.42,2291.17,Returning,0.28,Cash,Online,West-Charlie
1001,03-08-2023,Bob,West,"? 5,879.35",20,Food,2153.52,2303.7,Returning,0.01,Cash,Retail,West-Bob
1048,30-07-2023,Alice,North,"? 9,527.00",6,Furniture,1945.27,2309.43,New,0.26,Credit Card,Online,North-Alice
1012,14-11-2023,Eve,North,? 519.98,6,Clothing,3609.42,4082.62,Returning,0.3,Bank Transfer,Retail,North-Eve
1069,01-02-2023,Eve,North,"? 2,726.73",18,Furniture,2760.21,3219.58,New,0.27,Bank Transfer,Retail,North-Eve
1037,07-06-2023,Alice,South,"? 6,055.38",4,Food,4721.7,5017.58,New,0.24,Cash,Retail,South-Alice
1032,12-10-2023,Alice,North,"? 3,035.94",17,Clothing,1291.91,1528.59,Returning,0.11,Credit Card,Retail,North-Alice
1009,01-11-2023,Bob,South,"? 7,172.80",14,Food,547.79,958.76,Returning,0.07,Credit Card,Retail,South-Bob
1099,13-10-2023,Charlie,North,"? 7,614.15",14,Food,1996.64,2341.47,Returning,0.22,Credit Card,Online,North-Charlie
1019,24-05-2023,Eve,South,"? 1,114.91",13,Food,3102.73,3202.68,New,0.09,Cash,Online,South-Eve
1048,19-01-2023,Bob,West,"? 5,187.16",7,Clothing,4310.95,4723.2,Returning,0.05,Credit Card,Retail,West-Bob
1080,18-01-2023,Charlie,East,"? 5,138.02",44,Electronics,1763.67,1983.82,New,0.24,Credit Card,Online,East-Charlie
1003,14-09-2023,Bob,West,"? 3,755.88",15,Clothing,3286.24,3388.84,Returning,0.09,Credit Card,Retail,West-Bob
1020,19-03-2023,Eve,West,"? 9,335.96",19,Food,1783.48,1931.56,Returning,0.27,Bank Transfer,Retail,West-Eve
1024,24-06-2023,Alice,North,"? 8,292.31",43,Clothing,3105.24,3246.33,New,0.25,Cash,Online,North-Alice
1054,13-07-2023,Alice,South,"? 7,002.37",47,Food,4429.8,4694.21,New,0.25,Bank Transfer,Online,South-Alice
1033,23-04-2023,Charlie,East,"? 7,171.83",44,Electronics,1195.22,1320.06,Returning,0.23,Bank Transfer,Retail,East-Charlie
1024,24-04-2023,David,North,"? 4,670.99",35,Furniture,2051,2121.55,Returning,0.26,Cash,Retail,North-David
1075,10-08-2023,Charlie,North,"? 9,217.85",17,Electronics,4966.66,5037.27,Returning,0.24,Bank Transfer,Retail,North-Charlie
1072,15-06-2023,David,North,"? 6,976.49",35,Electronics,4349.36,4645.17,Returning,0.18,Credit Card,Retail,North-David
1036,15-11-2023,Bob,West,"? 7,316.91",19,Furniture,2844.97,3215,Returning,0.09,Credit Card,Retail,West-Bob
1038,12-05-2023,Bob,South,"? 8,630.74",20,Clothing,2607.31,2774.86,New,0.27,Credit Card,Retail,South-Bob
1084,21-09-2023,Eve,South,"? 2,813.31",36,Furniture,1458.77,1485.75,New,0.25,Credit Card,Online,South-Eve
1099,24-02-2023,David,East,"? 8,090.00",35,Clothing,2610.19,2682.53,New,0.14,Cash,Retail,East-David
1089,25-12-2023,Eve,South,"? 2,032.88",32,Clothing,4248.5,4706.7,New,0.01,Bank Transfer,Retail,South-Eve
1099,11-05-2023,Alice,South,"? 3,518.89",48,Food,3441.61,3693.45,Returning,0.19,Bank Transfer,Online,South-Alice
1025,15-10-2023,David,North,"? 3,422.54",44,Food,1485.72,1717.97,New,0.02,Credit Card,Retail,North-David
1093,23-09-2023,Charlie,North,"? 9,787.40",40,Furniture,1047.25,1075.89,New,0.28,Credit Card,Retail,North-Charlie
1018,01-01-2024,Alice,West,"? 8,579.72",24,Electronics,1362.78,1729.81,New,0.29,Bank Transfer,Online,West-Alice
1082,11-06-2023,Alice,North,"? 7,041.58",17,Furniture,890.31,1159.06,Returning,0.06,Cash,Retail,North-Alice
1066,28-03-2023,Charlie,North,"? 7,297.86",7,Clothing,523.42,632.44,New,0.2,Bank Transfer,Online,North-Charlie
1054,24-02-2023,Alice,North,"? 5,664.52",43,Food,2124.72,2188.66,Returning,0.03,Credit Card,Retail,North-Alice
1035,15-10-2023,David,North,"? 9,476.20",1,Furniture,610.83,808.69,New,0.22,Credit Card,Online,North-David
1080,27-06-2023,Eve,West,"? 5,012.96",35,Furniture,900.97,1321.18,Returning,0.1,Cash,Online,West-Eve
1061,15-12-2023,Alice,North,"? 3,867.13",32,Food,2759.26,3193.25,New,0.2,Bank Transfer,Online,North-Alice
1041,08-01-2023,David,East,"? 1,714.05",36,Food,864.77,1170.16,Returning,0.11,Cash,Retail,East-David
1100,17-11-2023,Bob,East,"? 7,883.44",13,Food,366.2,732.69,New,0.04,Cash,Retail,East-Bob
1033,09-11-2023,David,East,"? 7,370.99",6,Clothing,1621.07,1687.5,Returning,0.12,Credit Card,Online,East-David
1068,04-09-2023,Eve,East,"? 3,905.11",14,Food,1140.58,1438.76,Returning,0.03,Bank Transfer,Online,East-Eve
1033,19-11-2023,David,North,? 349.41,37,Electronics,2600.76,2937.57,New,0.17,Credit Card,Retail,North-David
1014,12-09-2023,Charlie,East,"? 8,406.07",48,Furniture,556.72,665.07,Returning,0.01,Bank Transfer,Retail,East-Charlie
1021,24-11-2023,Eve,North,? 213.04,15,Food,3771.27,4212.55,Returning,0.16,Credit Card,Retail,North-Eve
1048,23-02-2023,Bob,West,"? 7,066.63",47,Food,4535.86,4641.41,New,0.27,Credit Card,Retail,West-Bob
1020,06-09-2023,Charlie,East,"? 9,705.55",4,Clothing,3730,3893.6,New,0.25,Bank Transfer,Retail,East-Charlie
1008,27-08-2023,David,South,"? 4,432.85",40,Clothing,2687.49,3001.56,Returning,0.26,Bank Transfer,Online,South-David
1007,17-08-2023,Eve,East,"? 2,426.24",16,Furniture,4310.31,4633.1,New,0.28,Credit Card,Retail,East-Eve
1067,08-03-2023,Bob,East,"? 7,078.22",28,Electronics,3489.85,3842.55,New,0.03,Bank Transfer,Online,East-Bob
1017,20-02-2023,Charlie,North,"? 8,189.57",16,Furniture,102.23,167.12,New,0.04,Credit Card,Retail,North-Charlie
1033,07-04-2023,Bob,East,"? 5,509.66",4,Food,2000.75,2426.99,Returning,0.17,Bank Transfer,Online,East-Bob
1048,02-04-2023,David,South,"? 9,673.65",45,Electronics,4262.21,4533.31,Returning,0.27,Credit Card,Online,South-David
1076,21-09-2023,Bob,North,? 611.52,26,Electronics,1762,2002.95,Returning,0.29,Credit Card,Retail,North-Bob
1059,18-10-2023,Alice,North,"? 5,097.48",28,Electronics,224.32,715.06,Returning,0.01,Credit Card,Online,North-Alice
1086,06-04-2023,Charlie,West,"? 7,212.69",32,Electronics,3743.59,4116.38,Returning,0.11,Cash,Online,West-Charlie
1022,29-03-2023,Bob,West,"? 8,640.14",45,Furniture,4020.09,4087.91,Returning,0.06,Bank Transfer,Online,West-Bob
1030,19-03-2023,David,East,"? 1,874.63",2,Clothing,844.94,1225.64,Returning,0.23,Credit Card,Online,East-David
1038,15-10-2023,David,West,"? 8,020.03",31,Clothing,2709.84,2766.51,New,0.19,Cash,Retail,West-David
1051,30-04-2023,Bob,West,"? 5,571.80",3,Food,1000.18,1023.64,Returning,0.04,Credit Card,Online,West-Bob
1054,29-10-2023,David,West,"? 4,025.88",8,Clothing,3610.21,3817.99,Returning,0.15,Cash,Retail,West-David
1008,14-06-2023,Eve,North,"? 1,403.98",24,Clothing,1394.17,1891.02,New,0.21,Credit Card,Online,North-Eve
1027,01-07-2023,Eve,North,"? 8,666.43",15,Clothing,1615.26,1710.95,New,0.23,Credit Card,Retail,North-Eve
1027,11-08-2023,Eve,North,"? 1,657.00",43,Clothing,4232.61,4572.21,New,0.01,Cash,Retail,North-Eve
1098,07-11-2023,Alice,West,"? 3,166.90",31,Food,2407.8,2502.76,Returning,0.27,Cash,Retail,West-Alice
1021,07-01-2023,Bob,North,"? 2,971.45",9,Furniture,3365.28,3730.43,New,0.17,Bank Transfer,Online,North-Bob
1030,26-11-2023,Alice,West,"? 8,727.00",39,Electronics,2041.75,2299.37,Returning,0.24,Bank Transfer,Retail,West-Alice
1097,20-09-2023,David,North,"? 6,759.76",45,Clothing,1525.13,1868.32,Returning,0.24,Cash,Retail,North-David
1028,10-06-2023,Alice,North,"? 7,987.15",2,Furniture,3146.12,3255.53,Returning,0.06,Bank Transfer,Online,North-Alice
1064,31-05-2023,David,South,"? 2,579.63",8,Clothing,816.54,1191.9,New,0.03,Cash,Retail,South-David
1097,26-03-2023,David,East,"? 6,286.25",7,Clothing,1896.35,2394.2,New,0.22,Bank Transfer,Online,East-David
1069,27-05-2023,Charlie,West,"? 5,760.29",44,Electronics,1084.73,1420.9,Returning,0.05,Credit Card,Online,West-Charlie
1061,22-04-2023,Eve,South,"? 8,345.02",39,Electronics,3494.19,3746,Returning,0.25,Bank Transfer,Retail,South-Eve
1048,05-02-2023,David,North,"? 9,070.26",42,Electronics,4723.83,5186.19,Returning,0.22,Credit Card,Online,North-David
1019,12-10-2023,Charlie,West,? 220.35,16,Clothing,4977.78,4995.55,New,0.25,Credit Card,Online,West-Charlie
1004,07-07-2023,Eve,North,"? 6,772.80",35,Clothing,2278.87,2646.53,Returning,0.09,Bank Transfer,Online,North-Eve
1035,23-03-2023,David,East,? 613.17,30,Clothing,1300.03,1745.52,New,0.09,Cash,Retail,East-David
1064,02-01-2023,David,South,"? 5,533.70",10,Electronics,2242.01,2282.23,Returning,0.2,Credit Card,Online,South-David
1049,30-10-2023,Alice,East,"? 2,947.56",38,Food,4243.98,4474.51,New,0.01,Credit Card,Online,East-Alice
1017,16-07-2023,Alice,South,"? 3,137.09",18,Furniture,1069.73,1180.04,Returning,0.22,Bank Transfer,Online,South-Alice
1044,11-01-2023,Eve,North,"? 3,594.29",5,Food,4762.87,5050.46,New,0.25,Cash,Retail,North-Eve
1092,22-08-2023,David,East,"? 6,250.80",29,Clothing,1742.24,2070.52,New,0.12,Cash,Online,East-David
1030,14-07-2023,Bob,East,"? 3,407.09",39,Clothing,4929.73,5088.02,New,0.23,Bank Transfer,Retail,East-Bob
1093,29-04-2023,Alice,North,"? 7,353.72",34,Food,4201.11,4436.5,New,0.05,Cash,Online,North-Alice
1046,20-01-2023,Eve,East,"? 4,104.82",43,Clothing,4052.42,4199.3,New,0.1,Bank Transfer,Retail,East-Eve
1006,18-09-2023,David,West,? 776.70,45,Furniture,1623.63,1814.63,New,0.29,Bank Transfer,Retail,West-David
1099,20-10-2023,David,South,"? 7,859.22",23,Clothing,93.45,181.62,Returning,0.3,Bank Transfer,Retail,South-David
1037,13-09-2023,Bob,South,"? 2,929.01",5,Furniture,1941.56,2385.48,Returning,0.15,Credit Card,Online,South-Bob
1024,10-08-2023,Eve,South,"? 4,384.39",30,Food,1543.96,1558.87,Returning,0.28,Credit Card,Online,South-Eve
1093,14-08-2023,David,West,"? 6,885.89",6,Food,235.12,677.5,Returning,0.16,Credit Card,Online,West-David
1046,22-02-2023,Alice,South,"? 3,391.32",46,Clothing,2551.56,2841.68,New,0.09,Bank Transfer,Retail,South-Alice
1053,21-12-2023,Bob,North,? 660.20,44,Furniture,2045,2217.51,Returning,0.08,Credit Card,Online,North-Bob
1095,08-12-2023,Eve,East,"? 3,801.82",4,Clothing,3191.05,3555.35,New,0.28,Credit Card,Online,East-Eve
1099,30-12-2023,Bob,West,"? 9,450.04",29,Electronics,3124.87,3383.67,New,0.05,Credit Card,Retail,West-Bob
1060,07-10-2023,Alice,South,"? 6,453.17",23,Electronics,647.7,902.26,New,0.17,Bank Transfer,Online,South-Alice
1097,22-03-2023,Eve,North,"? 6,747.64",6,Electronics,4885.98,4949.95,Returning,0.17,Bank Transfer,Online,North-Eve
1063,21-07-2023,Bob,East,"? 6,359.59",32,Electronics,975.31,1176.17,New,0.22,Bank Transfer,Retail,East-Bob
1085,07-06-2023,Charlie,East,"? 2,070.02",42,Clothing,2254.11,2382.23,Returning,0.15,Credit Card,Retail,East-Charlie
1032,30-04-2023,Alice,West,"? 4,241.51",18,Electronics,2466.18,2483.87,Returning,0.08,Cash,Online,West-Alice
1087,28-02-2023,Alice,West,"? 7,534.30",15,Furniture,4074.66,4261.11,Returning,0.05,Credit Card,Retail,West-Alice
1033,03-08-2023,Alice,West,"? 1,103.59",40,Food,541.19,595.2,Returning,0.19,Credit Card,Online,West-Alice
1067,08-05-2023,Charlie,North,"? 2,850.74",32,Food,2171.79,2307.64,Returning,0.22,Bank Transfer,Online,North-Charlie
1018,12-08-2023,Charlie,North,"? 2,835.56",9,Electronics,3161.09,3216.42,New,0.17,Bank Transfer,Online,North-Charlie
1025,28-07-2023,David,West,"? 4,376.99",37,Electronics,1115.02,1174.48,New,0.22,Credit Card,Online,West-David
1095,25-04-2023,Bob,South,"? 9,805.65",10,Electronics,3155.97,3263.49,Returning,0.04,Credit Card,Online,South-Bob
1054,28-07-2023,David,East,? 768.28,20,Clothing,4622.14,5122.07,New,0.26,Cash,Retail,East-David
1058,14-01-2023,Bob,East,"? 5,235.14",6,Food,4987.71,4998.78,Returning,0.17,Cash,Retail,East-Bob
1067,09-01-2023,Charlie,North,"? 1,875.71",48,Electronics,210.63,533.58,New,0.04,Bank Transfer,Online,North-Charlie
1046,09-02-2023,Charlie,East,"? 9,709.70",3,Furniture,1216.16,1295.37,New,0.14,Cash,Retail,East-Charlie
1024,25-08-2023,David,South,"? 1,221.70",42,Electronics,1586.02,2047.13,New,0.25,Cash,Retail,South-David
1032,08-10-2023,Eve,East,"? 4,095.65",11,Food,2025.67,2081.55,New,0.27,Bank Transfer,Online,East-Eve
1047,25-12-2023,David,North,"? 7,405.06",43,Electronics,1249.17,1727.15,New,0.08,Cash,Retail,North-David
1086,20-07-2023,Bob,North,"? 7,075.09",17,Food,1057.27,1366.62,New,0.21,Credit Card,Retail,North-Bob
1023,03-09-2023,David,South,"? 4,285.01",32,Electronics,4775.04,4785.66,New,0.03,Cash,Online,South-David
1066,05-10-2023,Alice,South,"? 3,530.59",4,Furniture,4596.68,5044.74,New,0.01,Bank Transfer,Online,South-Alice
1027,23-08-2023,Bob,East,"? 4,036.36",4,Electronics,282.61,548.25,New,0.17,Credit Card,Online,East-Bob
1002,04-01-2023,Bob,East,"? 2,716.34",17,Furniture,1727.12,1865.83,New,0.21,Cash,Online,East-Bob
1090,03-06-2023,Eve,North,"? 2,132.80",41,Furniture,2055.49,2441.46,New,0.24,Credit Card,Online,North-Eve
1017,29-01-2023,Charlie,South,"? 4,882.09",19,Electronics,1233.12,1697.19,New,0.1,Credit Card,Online,South-Charlie
1033,19-04-2023,Bob,South,"? 2,758.48",5,Furniture,3162.92,3409.93,New,0,Cash,Online,South-Bob
1009,08-04-2023,Charlie,South,"? 2,945.87",32,Clothing,3219.88,3384.5,Returning,0.14,Cash,Retail,South-Charlie
1043,03-08-2023,David,East,"? 6,601.89",22,Electronics,4260,4656.58,New,0,Bank Transfer,Online,East-David
1048,20-10-2023,Alice,South,"? 9,688.52",6,Electronics,3717.3,4061.37,New,0.03,Bank Transfer,Retail,South-Alice
1039,16-03-2023,Eve,North,"? 6,076.01",35,Furniture,2735.74,3181.23,New,0.1,Credit Card,Retail,North-Eve
1093,22-11-2023,Charlie,North,? 862.10,22,Furniture,3285.25,3634.58,New,0.13,Bank Transfer,Online,North-Charlie
1042,26-05-2023,Bob,East,? 848.28,1,Electronics,1406.24,1535.57,New,0.08,Credit Card,Retail,East-Bob
1026,08-05-2023,Charlie,West,"? 9,519.09",20,Clothing,2985.63,3452.14,New,0.17,Credit Card,Retail,West-Charlie
1099,07-12-2023,Bob,East,"? 3,043.18",22,Furniture,2471.67,2533.04,Returning,0.02,Bank Transfer,Retail,East-Bob
1050,11-02-2023,Charlie,West,"? 1,011.46",48,Furniture,710.06,851.35,Returning,0.04,Bank Transfer,Online,West-Charlie
1025,22-12-2023,Bob,South,"? 6,030.54",11,Food,1250.59,1515.49,Returning,0.21,Bank Transfer,Retail,South-Bob
1024,10-02-2023,David,East,"? 6,274.12",13,Clothing,1493.88,1781.09,New,0.04,Cash,Retail,East-David
1013,03-02-2023,Bob,North,"? 6,520.20",42,Clothing,4625.33,4642.83,New,0.19,Credit Card,Online,North-Bob
1060,17-01-2023,Bob,South,"? 2,747.28",3,Electronics,1190.41,1582.89,New,0.02,Credit Card,Retail,South-Bob
1007,14-06-2023,Alice,North,? 249.60,9,Clothing,1481.76,1668.95,Returning,0.12,Credit Card,Retail,North-Alice
1057,02-06-2023,Bob,South,"? 9,653.65",12,Electronics,1878.3,2087.45,New,0.05,Bank Transfer,Retail,South-Bob
1036,17-03-2023,Alice,East,"? 2,583.84",23,Food,3335.53,3742.12,New,0.03,Bank Transfer,Retail,East-Alice
1045,28-03-2023,Eve,West,"? 6,792.66",14,Clothing,635.28,831.13,Returning,0.17,Bank Transfer,Retail,West-Eve
1020,27-04-2023,Alice,South,"? 7,095.64",33,Furniture,4772.03,4805.17,Returning,0.28,Bank Transfer,Online,South-Alice
1065,28-12-2023,David,West,"? 6,139.07",18,Food,4334.58,4431.04,New,0.02,Bank Transfer,Retail,West-David
1008,08-12-2023,Alice,South,"? 3,197.78",49,Electronics,2907.22,3385.61,New,0.13,Cash,Online,South-Alice
1016,27-01-2023,Eve,North,"? 2,783.85",41,Food,3386.49,3430.99,New,0.21,Bank Transfer,Retail,North-Eve
1014,09-11-2023,David,North,"? 6,016.92",9,Electronics,132.47,316.39,New,0.14,Credit Card,Online,North-David
1076,14-10-2023,Charlie,South,"? 8,674.35",23,Food,1727.78,1984.34,Returning,0.24,Bank Transfer,Online,South-Charlie
1087,14-05-2023,Charlie,West,"? 9,472.66",10,Electronics,3988.52,4240.23,New,0.05,Credit Card,Online,West-Charlie
1015,07-08-2023,Alice,East,"? 1,148.47",19,Clothing,433.54,445.48,New,0.29,Bank Transfer,Retail,East-Alice
1092,17-06-2023,Alice,East,"? 1,632.80",47,Furniture,1447.45,1703.02,Returning,0.12,Bank Transfer,Retail,East-Alice
1098,08-04-2023,Eve,North,"? 9,452.89",5,Electronics,2947.22,3145.27,New,0.1,Credit Card,Retail,North-Eve
1066,25-09-2023,Eve,East,"? 7,391.70",47,Food,1319.24,1805.56,New,0.26,Credit Card,Retail,East-Eve
1032,25-08-2023,Bob,North,"? 8,841.64",23,Electronics,4673.19,4761.18,Returning,0.17,Credit Card,Retail,North-Bob
1087,05-11-2023,Eve,East,"? 2,106.06",30,Electronics,698.74,882.28,Returning,0.15,Credit Card,Online,East-Eve
1063,22-06-2023,Bob,South,"? 5,917.10",25,Electronics,3997.1,4212.65,New,0.22,Cash,Online,South-Bob
1086,09-07-2023,David,North,"? 7,041.28",28,Food,2564.35,2765.79,Returning,0.17,Credit Card,Online,North-David
